ID,Num,Gini,Var,GM,ldlPFC,rdlPFC,rvlPFC,rdmPFC,lMTG,lSPL,rSPL
1001,1,0.25,0.39,0.62,1,0,0,0,0,0,0
1001,2,0.23,0.6,0.17,1,0,0,0,0,0,0
1001,3,0.2,0.36,0.44,1,0,0,0,0,0,0
1001,4,0.34,0.25,0.51,1,0,0,0,0,0,0
1001,5,0.32,0.89,0.95,1,0,0,0,0,0,0
1001,6,0.31,0.33,0.83,1,0,0,0,0,0,0
1001,7,0.35,0.7,0.3,1,0,0,0,0,0,0
1001,8,0.22,0.34,0.89,0,0,0,0,1,0,0
1001,9,0.27,0.36,0.62,0,0,0,0,1,0,0
1001,10,0.31,0.56,1,0,0,0,0,0,1,0
1001,11,0.23,0.38,0.03,0,0,0,0,0,1,0
1001,12,0.4,0.89,0.47,0,0,0,0,0,1,0
1001,13,0.32,0.45,0.71,0,0,0,0,0,1,0
1001,14,0.21,0.46,0.22,0,0,0,0,0,1,0
1001,15,0.29,0.4,0.43,0,1,0,0,0,0,0
1001,16,0.3,0.37,0.58,0,1,0,0,0,0,0
1001,17,0.23,0.49,0.75,0,1,0,0,0,0,0
1001,18,0.29,0.47,0.84,0,1,0,0,0,0,0
1001,19,0.28,0.17,0.82,0,0,0,1,0,0,0
1001,20,0.3,0.36,0.78,0,0,0,1,0,0,0
1001,21,0.33,0.45,0.54,0,0,0,1,0,0,0
1001,22,0.3,0.29,0.88,0,0,0,1,0,0,0
1001,23,0.3,0.44,0.1,0,0,0,1,0,0,0
1001,24,0.24,0.28,0.9,0,0,0,1,0,0,0
1001,25,0.24,0.45,0.83,0,0,0,1,0,0,0
1001,26,0.2,0.59,0.73,0,0,0,0,0,0,1
1001,27,0.33,0.74,0.73,0,0,0,0,0,0,1
1001,28,0.36,0.49,0.92,0,0,0,0,0,0,1
1001,29,0.28,0.7,0.77,0,0,0,0,0,0,1
1001,30,0.19,0.62,0.91,0,0,1,0,0,0,0
1001,31,0.25,0.49,0.45,0,0,1,0,0,0,0
1001,32,0.21,0.33,0.15,0,0,1,0,0,0,0
1002,1,0.41,0.72,0.46,1,0,0,0,0,0,0
1002,2,0.33,0.68,0.84,1,0,0,0,0,0,0
1002,3,0.2,0.63,0.58,1,0,0,0,0,0,0
1002,4,0.27,0.37,0.82,1,0,0,0,0,0,0
1002,5,0.26,0.59,0.74,1,0,0,0,0,0,0
1002,6,0.29,0.7,0.62,1,0,0,0,0,0,0
1002,7,0.27,0.72,0.64,1,0,0,0,0,0,0
1002,8,0.28,0.57,0.41,0,0,0,0,1,0,0
1002,9,0.25,0.45,0.73,0,0,0,0,1,0,0
1002,10,0.33,0.79,0.89,0,0,0,0,0,1,0
1002,11,0.37,0.65,0.29,0,0,0,0,0,1,0
1002,12,0.25,0.55,0.26,0,0,0,0,0,1,0
1002,13,0.18,0.39,0.1,0,0,0,0,0,1,0
1002,14,0.29,0.67,0.1,0,0,0,0,0,1,0
1002,15,0.23,0.69,0.45,0,1,0,0,0,0,0
1002,16,0.29,0.89,0.46,0,1,0,0,0,0,0
1002,17,0.32,0.73,0.79,0,1,0,0,0,0,0
1002,18,0.27,0.86,0.64,0,1,0,0,0,0,0
1002,19,0.18,0.57,0.87,0,0,0,1,0,0,0
1002,20,0.21,0.78,0.63,0,0,0,1,0,0,0
1002,21,0.34,1.04,0.11,0,0,0,1,0,0,0
1002,22,0.23,0.95,0.88,0,0,0,1,0,0,0
1002,23,0.19,0.9,0.35,0,0,0,1,0,0,0
1002,24,0.19,0.85,0.97,0,0,0,1,0,0,0
1002,25,0.34,0.71,0.93,0,0,0,1,0,0,0
1002,26,0.25,0.74,0.92,0,0,0,0,0,0,1
1002,27,0.16,0.62,0.98,0,0,0,0,0,0,1
1002,28,0.3,0.4,0.98,0,0,0,0,0,0,1
1002,29,0.28,0.78,0.85,0,0,0,0,0,0,1
1002,30,0.2,0.4,0.24,0,0,1,0,0,0,0
1002,31,0.2,0.42,0.08,0,0,1,0,0,0,0
1002,32,0.31,0.48,0.52,0,0,1,0,0,0,0
1005,1,0.31,0.37,0.54,1,0,0,0,0,0,0
1005,2,0.22,0.55,0.66,1,0,0,0,0,0,0
1005,3,0.29,0.3,0.15,1,0,0,0,0,0,0
1005,4,0.22,0.21,0.56,1,0,0,0,0,0,0
1005,5,0.25,0.37,0.43,1,0,0,0,0,0,0
1005,6,0.29,0.29,0.53,1,0,0,0,0,0,0
1005,7,0.25,0.44,0.79,1,0,0,0,0,0,0
1005,8,0.37,0.32,0.61,0,0,0,0,1,0,0
1005,9,0.35,0.43,0.52,0,0,0,0,1,0,0
1005,10,0.27,0.56,0.77,0,0,0,0,0,1,0
1005,11,0.32,0.81,0.7,0,0,0,0,0,1,0
1005,12,0.31,0.73,0.51,0,0,0,0,0,1,0
1005,13,0.25,0.52,0.06,0,0,0,0,0,1,0
1005,14,0.28,0.34,0.27,0,0,0,0,0,1,0
1005,15,0.39,0.36,0.52,0,1,0,0,0,0,0
1005,16,0.27,0.42,0.39,0,1,0,0,0,0,0
1005,17,0.24,0.3,0.24,0,1,0,0,0,0,0
1005,18,0.22,0.24,0.8,0,1,0,0,0,0,0
1005,19,0.32,0.33,0.47,0,0,0,1,0,0,0
1005,20,0.22,0.47,0.44,0,0,0,1,0,0,0
1005,21,0.24,0.61,0.56,0,0,0,1,0,0,0
1005,22,0.44,0.5,0.75,0,0,0,1,0,0,0
1005,23,0.35,0.62,0.78,0,0,0,1,0,0,0
1005,24,0.28,0.57,0.75,0,0,0,1,0,0,0
1005,25,0.25,0.57,0.81,0,0,0,1,0,0,0
1005,26,0.37,0.5,0.77,0,0,0,0,0,0,1
1005,27,0.35,0.61,0.59,0,0,0,0,0,0,1
1005,28,0.25,0.46,0.91,0,0,0,0,0,0,1
1005,29,0.19,0.83,0.61,0,0,0,0,0,0,1
1005,30,0.36,0.59,0.26,0,0,1,0,0,0,0
1005,31,0.2,0.45,0.03,0,0,1,0,0,0,0
1005,32,0.33,0.56,0.95,0,0,1,0,0,0,0
1006,1,0.29,0.39,0.21,1,0,0,0,0,0,0
1006,2,0.32,0.42,0.15,1,0,0,0,0,0,0
1006,3,0.24,0.45,0.76,1,0,0,0,0,0,0
1006,4,0.37,0.43,0.11,1,0,0,0,0,0,0
1006,5,0.3,0.61,0.52,1,0,0,0,0,0,0
1006,6,0.32,0.36,0.5,1,0,0,0,0,0,0
1006,7,0.24,0.62,0.53,1,0,0,0,0,0,0
1006,8,0.25,0.49,0.3,0,0,0,0,1,0,0
1006,9,0.27,0.36,0.55,0,0,0,0,1,0,0
1006,10,0.19,0.58,1,0,0,0,0,0,1,0
1006,11,0.19,0.65,0.76,0,0,0,0,0,1,0
1006,12,0.31,0.41,0.21,0,0,0,0,0,1,0
1006,13,0.32,0.5,0.44,0,0,0,0,0,1,0
1006,14,0.43,0.34,0.66,0,0,0,0,0,1,0
1006,15,0.34,0.42,0.64,0,1,0,0,0,0,0
1006,16,0.37,0.6,0.67,0,1,0,0,0,0,0
1006,17,0.23,0.44,0.39,0,1,0,0,0,0,0
1006,18,0.22,0.69,0.3,0,1,0,0,0,0,0
1006,19,0.29,0.28,0.4,0,0,0,1,0,0,0
1006,20,0.24,0.72,0.77,0,0,0,1,0,0,0
1006,21,0.33,0.74,0.21,0,0,0,1,0,0,0
1006,22,0.18,0.57,0.83,0,0,0,1,0,0,0
1006,23,0.31,0.72,0.23,0,0,0,1,0,0,0
1006,24,0.3,0.69,0.9,0,0,0,1,0,0,0
1006,25,0.23,0.63,0.94,0,0,0,1,0,0,0
1006,26,0.21,0.39,0.83,0,0,0,0,0,0,1
1006,27,0.32,0.39,0.78,0,0,0,0,0,0,1
1006,28,0.33,0.5,0.85,0,0,0,0,0,0,1
1006,29,0.21,0.4,0.76,0,0,0,0,0,0,1
1006,30,0.15,0.4,0.91,0,0,1,0,0,0,0
1006,31,0.27,0.41,0.79,0,0,1,0,0,0,0
1006,32,0.32,0.28,0.21,0,0,1,0,0,0,0
1007,1,0.29,0.34,0.69,1,0,0,0,0,0,0
1007,2,0.31,0.43,0.19,1,0,0,0,0,0,0
1007,3,0.28,0.36,0.75,1,0,0,0,0,0,0
1007,4,0.28,0.41,0.6,1,0,0,0,0,0,0
1007,5,0.26,0.36,0.44,1,0,0,0,0,0,0
1007,6,0.34,0.37,0.56,1,0,0,0,0,0,0
1007,7,0.22,0.39,0.87,1,0,0,0,0,0,0
1007,8,0.28,0.47,0.51,0,0,0,0,1,0,0
1007,9,0.35,0.45,0.68,0,0,0,0,1,0,0
1007,10,0.27,0.56,1,0,0,0,0,0,1,0
1007,11,0.31,0.58,0.94,0,0,0,0,0,1,0
1007,12,0.25,0.48,0.6,0,0,0,0,0,1,0
1007,13,0.21,0.37,0.93,0,0,0,0,0,1,0
1007,14,0.33,0.32,0.51,0,0,0,0,0,1,0
1007,15,0.27,0.37,0.71,0,1,0,0,0,0,0
1007,16,0.23,0.24,0.82,0,1,0,0,0,0,0
1007,17,0.25,0.62,0.42,0,1,0,0,0,0,0
1007,18,0.24,0.68,0.93,0,1,0,0,0,0,0
1007,19,0.24,0.3,0.76,0,0,0,1,0,0,0
1007,20,0.33,0.7,0.65,0,0,0,1,0,0,0
1007,21,0.3,0.43,0.68,0,0,0,1,0,0,0
1007,22,0.24,0.42,0.4,0,0,0,1,0,0,0
1007,23,0.31,0.34,0.15,0,0,0,1,0,0,0
1007,24,0.21,0.33,0.99,0,0,0,1,0,0,0
1007,25,0.32,0.47,0.95,0,0,0,1,0,0,0
1007,26,0.34,0.48,0.96,0,0,0,0,0,0,1
1007,27,0.23,0.36,0.94,0,0,0,0,0,0,1
1007,28,0.2,0.6,0.87,0,0,0,0,0,0,1
1007,29,0.32,0.5,0.68,0,0,0,0,0,0,1
1007,30,0.32,0.38,0.79,0,0,1,0,0,0,0
1007,31,0.3,0.36,0.06,0,0,1,0,0,0,0
1007,32,0.25,0.31,0.8,0,0,1,0,0,0,0
1008,1,0.2,0.26,0.91,1,0,0,0,0,0,0
1008,2,0.29,0.62,0.2,1,0,0,0,0,0,0
1008,3,0.28,0.3,0.35,1,0,0,0,0,0,0
1008,4,0.25,0.28,0.9,1,0,0,0,0,0,0
1008,5,0.26,0.44,0.72,1,0,0,0,0,0,0
1008,6,0.17,0.29,0.69,1,0,0,0,0,0,0
1008,7,0.32,0.2,0.82,1,0,0,0,0,0,0
1008,8,0.34,0.24,0.76,0,0,0,0,1,0,0
1008,9,0.27,0.32,0.72,0,0,0,0,1,0,0
1008,10,0.29,0.77,1,0,0,0,0,0,1,0
1008,11,0.2,0.42,0.68,0,0,0,0,0,1,0
1008,12,0.38,0.47,0.22,0,0,0,0,0,1,0
1008,13,0.28,0.47,0.23,0,0,0,0,0,1,0
1008,14,0.25,0.24,0.09,0,0,0,0,0,1,0
1008,15,0.25,0.58,0.48,0,1,0,0,0,0,0
1008,16,0.31,0.48,0.43,0,1,0,0,0,0,0
1008,17,0.23,0.7,0.5,0,1,0,0,0,0,0
1008,18,0.24,0.53,0.49,0,1,0,0,0,0,0
1008,19,0.36,0.25,0.16,0,0,0,1,0,0,0
1008,20,0.31,0.35,0.88,0,0,0,1,0,0,0
1008,21,0.38,0.35,0.67,0,0,0,1,0,0,0
1008,22,0.29,0.61,0.94,0,0,0,1,0,0,0
1008,23,0.25,0.32,0.16,0,0,0,1,0,0,0
1008,24,0.28,0.49,0.94,0,0,0,1,0,0,0
1008,25,0.15,0.26,0.9,0,0,0,1,0,0,0
1008,26,0.34,0.41,0.91,0,0,0,0,0,0,1
1008,27,0.18,0.55,0.84,0,0,0,0,0,0,1
1008,28,0.34,0.55,1,0,0,0,0,0,0,1
1008,29,0.26,0.25,0.3,0,0,0,0,0,0,1
1008,30,0.28,0.34,0.58,0,0,1,0,0,0,0
1008,31,0.24,0.28,0.04,0,0,1,0,0,0,0
1008,32,0.28,0.22,0.96,0,0,1,0,0,0,0
1031,1,0.27,0.74,0.73,1,0,0,0,0,0,0
1031,2,0.32,0.92,0.69,1,0,0,0,0,0,0
1031,3,0.3,0.69,0.86,1,0,0,0,0,0,0
1031,4,0.34,0.36,0.78,1,0,0,0,0,0,0
1031,5,0.33,0.58,0.43,1,0,0,0,0,0,0
1031,6,0.27,0.52,0.57,1,0,0,0,0,0,0
1031,7,0.31,0.5,0.61,1,0,0,0,0,0,0
1031,8,0.23,0.66,0.61,0,0,0,0,1,0,0
1031,9,0.29,0.77,0.66,0,0,0,0,1,0,0
1031,10,0.29,0.83,1,0,0,0,0,0,1,0
1031,11,0.23,0.76,0.56,0,0,0,0,0,1,0
1031,12,0.27,0.84,0.54,0,0,0,0,0,1,0
1031,13,0.38,0.56,0.64,0,0,0,0,0,1,0
1031,14,0.38,0.5,0.91,0,0,0,0,0,1,0
1031,15,0.27,0.91,0.82,0,1,0,0,0,0,0
1031,16,0.25,0.77,0.81,0,1,0,0,0,0,0
1031,17,0.34,0.84,0.85,0,1,0,0,0,0,0
1031,18,0.35,0.78,0.35,0,1,0,0,0,0,0
1031,19,0.21,0.55,0.84,0,0,0,1,0,0,0
1031,20,0.27,0.66,0.85,0,0,0,1,0,0,0
1031,21,0.27,0.56,0.9,0,0,0,1,0,0,0
1031,22,0.28,0.65,0.8,0,0,0,1,0,0,0
1031,23,0.4,0.65,0.4,0,0,0,1,0,0,0
1031,24,0.42,0.56,0.7,0,0,0,1,0,0,0
1031,25,0.34,0.65,0.73,0,0,0,1,0,0,0
1031,26,0.32,0.55,0.76,0,0,0,0,0,0,1
1031,27,0.2,0.51,0.82,0,0,0,0,0,0,1
1031,28,0.27,0.55,0.97,0,0,0,0,0,0,1
1031,29,0.3,0.41,0.25,0,0,0,0,0,0,1
1031,30,0.35,0.47,0.93,0,0,1,0,0,0,0
1031,31,0.41,0.42,0.74,0,0,1,0,0,0,0
1031,32,0.27,0.32,0.08,0,0,1,0,0,0,0
1032,1,0.32,0.41,0.6,1,0,0,0,0,0,0
1032,2,0.26,0.41,0.42,1,0,0,0,0,0,0
1032,3,0.27,0.35,0.28,1,0,0,0,0,0,0
1032,4,0.24,0.33,0.63,1,0,0,0,0,0,0
1032,5,0.28,0.58,0.45,1,0,0,0,0,0,0
1032,6,0.3,0.46,0.54,1,0,0,0,0,0,0
1032,7,0.17,0.46,0.27,1,0,0,0,0,0,0
1032,8,0.37,0.44,0.13,0,0,0,0,1,0,0
1032,9,0.25,0.43,0.61,0,0,0,0,1,0,0
1032,10,0.32,0.5,1,0,0,0,0,0,1,0
1032,11,0.31,0.78,0.85,0,0,0,0,0,1,0
1032,12,0.26,0.47,0.11,0,0,0,0,0,1,0
1032,13,0.26,0.71,0.38,0,0,0,0,0,1,0
1032,14,0.26,0.58,0.78,0,0,0,0,0,1,0
1032,15,0.16,0.45,0.84,0,1,0,0,0,0,0
1032,16,0.22,0.41,0.11,0,1,0,0,0,0,0
1032,17,0.32,0.56,0.32,0,1,0,0,0,0,0
1032,18,0.21,0.68,0.74,0,1,0,0,0,0,0
1032,19,0.26,0.34,0.57,0,0,0,1,0,0,0
1032,20,0.2,0.64,0.66,0,0,0,1,0,0,0
1032,21,0.29,0.61,0.6,0,0,0,1,0,0,0
1032,22,0.32,0.64,0.82,0,0,0,1,0,0,0
1032,23,0.32,0.66,0.41,0,0,0,1,0,0,0
1032,24,0.28,0.5,0.67,0,0,0,1,0,0,0
1032,25,0.35,0.37,0.81,0,0,0,1,0,0,0
1032,26,0.34,0.61,0.73,0,0,0,0,0,0,1
1032,27,0.19,0.53,0.74,0,0,0,0,0,0,1
1032,28,0.31,0.53,0.96,0,0,0,0,0,0,1
1032,29,0.35,0.67,0.47,0,0,0,0,0,0,1
1032,30,0.33,0.56,0.42,0,0,1,0,0,0,0
1032,31,0.33,0.45,0.18,0,0,1,0,0,0,0
1032,32,0.29,0.3,0.62,0,0,1,0,0,0,0
1034,1,0.21,0.26,0.85,1,0,0,0,0,0,0
1034,2,0.19,0.47,0.53,1,0,0,0,0,0,0
1034,3,0.25,0.51,0.74,1,0,0,0,0,0,0
1034,4,0.27,0.23,0.26,1,0,0,0,0,0,0
1034,5,0.23,0.62,0.79,1,0,0,0,0,0,0
1034,6,0.3,0.2,0.46,1,0,0,0,0,0,0
1034,7,0.25,0.33,0.31,1,0,0,0,0,0,0
1034,8,0.38,0.41,0.29,0,0,0,0,1,0,0
1034,9,0.22,0.32,0.7,0,0,0,0,1,0,0
1034,10,0.4,0.82,1,0,0,0,0,0,1,0
1034,11,0.43,0.64,0.22,0,0,0,0,0,1,0
1034,12,0.34,0.57,0.81,0,0,0,0,0,1,0
1034,13,0.41,0.71,0.95,0,0,0,0,0,1,0
1034,14,0.34,0.42,0.64,0,0,0,0,0,1,0
1034,15,0.31,0.63,0.73,0,1,0,0,0,0,0
1034,16,0.33,0.54,0.63,0,1,0,0,0,0,0
1034,17,0.24,0.67,0.53,0,1,0,0,0,0,0
1034,18,0.2,0.55,0.82,0,1,0,0,0,0,0
1034,19,0.33,0.24,0.71,0,0,0,1,0,0,0
1034,20,0.39,0.54,0.86,0,0,0,1,0,0,0
1034,21,0.29,0.41,0.79,0,0,0,1,0,0,0
1034,22,0.25,0.57,0.75,0,0,0,1,0,0,0
1034,23,0.17,0.59,0.55,0,0,0,1,0,0,0
1034,24,0.28,0.38,0.97,0,0,0,1,0,0,0
1034,25,0.22,0.34,0.97,0,0,0,1,0,0,0
1034,26,0.26,0.51,0.9,0,0,0,0,0,0,1
1034,27,0.29,0.35,0.97,0,0,0,0,0,0,1
1034,28,0.32,0.51,0.98,0,0,0,0,0,0,1
1034,29,0.27,0.45,0.16,0,0,0,0,0,0,1
1034,30,0.28,0.29,0.62,0,0,1,0,0,0,0
1034,31,0.3,0.24,0.06,0,0,1,0,0,0,0
1034,32,0.27,0.38,0.34,0,0,1,0,0,0,0
1036,1,0.28,0.61,0.84,1,0,0,0,0,0,0
1036,2,0.27,0.45,0.26,1,0,0,0,0,0,0
1036,3,0.3,0.44,0.58,1,0,0,0,0,0,0
1036,4,0.31,0.31,0.62,1,0,0,0,0,0,0
1036,5,0.23,0.87,0.67,1,0,0,0,0,0,0
1036,6,0.24,0.69,0.35,1,0,0,0,0,0,0
1036,7,0.32,0.58,0.74,1,0,0,0,0,0,0
1036,8,0.24,0.69,0.9,0,0,0,0,1,0,0
1036,9,0.24,0.62,0.68,0,0,0,0,1,0,0
1036,10,0.28,0.76,0.99,0,0,0,0,0,1,0
1036,11,0.32,0.71,0.63,0,0,0,0,0,1,0
1036,12,0.21,0.72,0.53,0,0,0,0,0,1,0
1036,13,0.27,0.43,0.86,0,0,0,0,0,1,0
1036,14,0.28,0.5,0.87,0,0,0,0,0,1,0
1036,15,0.22,0.82,0.68,0,1,0,0,0,0,0
1036,16,0.29,0.63,0.66,0,1,0,0,0,0,0
1036,17,0.31,0.8,0.6,0,1,0,0,0,0,0
1036,18,0.25,0.68,0.27,0,1,0,0,0,0,0
1036,19,0.25,0.68,0.74,0,0,0,1,0,0,0
1036,20,0.3,0.63,0.74,0,0,0,1,0,0,0
1036,21,0.27,0.51,0.64,0,0,0,1,0,0,0
1036,22,0.27,0.55,0.86,0,0,0,1,0,0,0
1036,23,0.34,0.53,0.8,0,0,0,1,0,0,0
1036,24,0.28,0.5,0.88,0,0,0,1,0,0,0
1036,25,0.25,0.65,0.97,0,0,0,1,0,0,0
1036,26,0.27,0.69,0.91,0,0,0,0,0,0,1
1036,27,0.2,0.45,0.83,0,0,0,0,0,0,1
1036,28,0.33,0.79,0.97,0,0,0,0,0,0,1
1036,29,0.29,0.77,0.87,0,0,0,0,0,0,1
1036,30,0.22,0.55,0.79,0,0,1,0,0,0,0
1036,31,0.33,0.51,0.27,0,0,1,0,0,0,0
1036,32,0.25,0.3,0.87,0,0,1,0,0,0,0
1072,1,0.25,0.36,0.81,1,0,0,0,0,0,0
1072,2,0.27,0.47,0.15,1,0,0,0,0,0,0
1072,3,0.25,0.5,0.24,1,0,0,0,0,0,0
1072,4,0.32,0.53,0.19,1,0,0,0,0,0,0
1072,5,0.19,0.46,0.23,1,0,0,0,0,0,0
1072,6,0.33,0.29,0.48,1,0,0,0,0,0,0
1072,7,0.36,0.63,0.83,1,0,0,0,0,0,0
1072,8,0.3,0.23,0.44,0,0,0,0,1,0,0
1072,9,0.28,0.64,0.48,0,0,0,0,1,0,0
1072,10,0.24,0.63,1,0,0,0,0,0,1,0
1072,11,0.23,0.52,0.89,0,0,0,0,0,1,0
1072,12,0.19,0.56,0.64,0,0,0,0,0,1,0
1072,13,0.29,0.32,0.71,0,0,0,0,0,1,0
1072,14,0.27,0.41,0.75,0,0,0,0,0,1,0
1072,15,0.33,0.4,0.41,0,1,0,0,0,0,0
1072,16,0.31,0.34,0.87,0,1,0,0,0,0,0
1072,17,0.39,0.39,0.56,0,1,0,0,0,0,0
1072,18,0.22,0.42,0.67,0,1,0,0,0,0,0
1072,19,0.4,0.3,0.58,0,0,0,1,0,0,0
1072,20,0.24,0.44,0.54,0,0,0,1,0,0,0
1072,21,0.34,0.52,0.35,0,0,0,1,0,0,0
1072,22,0.28,0.52,0.89,0,0,0,1,0,0,0
1072,23,0.31,0.66,0.17,0,0,0,1,0,0,0
1072,24,0.23,0.27,0.66,0,0,0,1,0,0,0
1072,25,0.39,0.32,0.9,0,0,0,1,0,0,0
1072,26,0.2,0.49,0.93,0,0,0,0,0,0,1
1072,27,0.37,0.59,0.8,0,0,0,0,0,0,1
1072,28,0.27,0.52,1,0,0,0,0,0,0,1
1072,29,0.26,0.46,0.41,0,0,0,0,0,0,1
1072,30,0.24,0.58,0.6,0,0,1,0,0,0,0
1072,31,0.31,0.52,0.8,0,0,1,0,0,0,0
1072,32,0.22,0.64,0.95,0,0,1,0,0,0,0
1077,1,0.24,0.71,0.95,1,0,0,0,0,0,0
1077,2,0.33,0.61,0.04,1,0,0,0,0,0,0
1077,3,0.33,0.67,0.54,1,0,0,0,0,0,0
1077,4,0.2,0.57,0.64,1,0,0,0,0,0,0
1077,5,0.26,0.7,0.29,1,0,0,0,0,0,0
1077,6,0.31,0.73,0.64,1,0,0,0,0,0,0
1077,7,0.34,0.63,0.48,1,0,0,0,0,0,0
1077,8,0.22,0.78,0.31,0,0,0,0,1,0,0
1077,9,0.24,0.66,0.8,0,0,0,0,1,0,0
1077,10,0.21,0.59,0.95,0,0,0,0,0,1,0
1077,11,0.31,0.62,0.46,0,0,0,0,0,1,0
1077,12,0.24,0.79,0.48,0,0,0,0,0,1,0
1077,13,0.28,0.41,0.48,0,0,0,0,0,1,0
1077,14,0.26,0.84,0.47,0,0,0,0,0,1,0
1077,15,0.21,0.6,0.6,0,1,0,0,0,0,0
1077,16,0.22,0.64,0.66,0,1,0,0,0,0,0
1077,17,0.19,0.48,0.46,0,1,0,0,0,0,0
1077,18,0.22,0.64,0.79,0,1,0,0,0,0,0
1077,19,0.33,0.56,0.76,0,0,0,1,0,0,0
1077,20,0.33,0.63,0.8,0,0,0,1,0,0,0
